iata_code^icao_code^name^alias
9I^LLR^Air India Regional^
9J^DAN^Dana Air^
9K^KAP^Cape Air^
9L^WLN^West Link Airways^
9M^GLR^Central Mountain Air^
9N^TOS^Tropic Air^
9P^PTR^Air Arabia Jordan^Petra Airlines
9Q^CXE^Caicos Express Airways^PB Air
9R^NSE^SATENA^
9S^SOO^Southern Air^
9T^RUN^MyCargo Airlines^
9U^MLD^Air Moldova^
9V^ROI^Avior Airlines^
9W^JAI^Jet Airways^
9X^FDY^Southern Airways Express^
A0^MCJ^Macair Jet^
A1^^G Switch Works^
A2^AZI^Astra Airlines^
A3^AEE^Aegean Airlines^
A4^^Azimuth^
A5^HOP^HOP!^
A6^HTU^Yunnan Hongtu Airline^
A7^CFV^Aéreo Calafia^Aereo Calafia
A8^XAU^Aerolink Uganda^
A9^^Georgian Airways^Arizena Air
AA^AAL^American Airlines^
AC^ACA^Air Canada^
AD^AZU^Azul Brazilian Airlines^Azul Linhas Aéreas Brasileiras
AE^MDA^Mandarin Airlines^
AF^AFR^Air France^
AG^^Aruba Airlines^
AH^DAH^Air Algerie^
AI^AIC^Air India^
AJ^^Aztec Worldwide Airlines^Aerocontracto
AK^AXM^AirAsia^
AL^ALD^Air Leisure^
AM^AMX^AeroMexico^AeroMexico
AN^RLA^HOP Airlinair^
AP^LAV^AlbaStar^
AQ^^9 Air^
AR^ARG^Aerolíneas Argentinas^
AS^ASA^Alaska Airlines^
AT^RAM^Royal Air Maroc^
AU^AUT^Austral Líneas Aéreas^Cielos del Sur
AV^AVA^Avianca^
AW^AFW^Africa World Airlines^
AX^LOF^Trans States Airlines^
AY^FIN^Finnair^
AZ^AZA^Alitalia^Alitalia S.A.I.
B0^DJT^La Compagnie^Dreamjet
B1^^Cions Software^
B2^BRU^Belavia^
B3^BTN^Bhutan Airlines^Tashi Air
B4^TAN^Zanair^
B5^EXZ^Fly-SAX^
B6^JBU^JetBlue^
B7^UIA^Uni Airways^
B8^ERT^Eritrean Airlines^
B9^IRB^Iran Air Tours^
BA^BAW^British Airways^
BB^SBS^Seaborne Airlines^
BC^SKY^Skymark Airlines^
BD^BYC^Cambodia Bayon Airlines^
BE^BEE^Flybe^Brit Europ
BF^FBU^French Bee^
BG^BBC^Biman Bangladesh Airline^
BH^BHA^Hawkair^
BI^RBA^Royal Brunei^Royalbrunei
BJ^LBT^Nouvelair^
BK^OKA^Okay Airways^Paradise Isl
BL^PIC^Jetstar Pacific Airlines^Pacific Air
BM^BMR^bmi regional^British Midland Regional Limited
BN^^Bahrain Air^Horizon Airli
BO^^BB Airways^
BP^BOT^Air Botswana^
BR^EVA^EVA Air^
BS^^US-Bangla Airlines^
BT^BTI^airBaltic^
BU^FPY^Compagnie Africaine d'Aviation^
BV^BPA^Blue Panorama Airlines^Blue Panorama
BW^BWA^Caribbean Airlines^
BX^ABL^Air Busan^
BY^TOM^Thomson Airways^Britannia Airways
BZ^BBG^Bluebird Airways^
C0^CLW^Centralwings^
C1^^Tectimes Sudamerica^
C2^^Ceiba Intercontinental^Ceiba
C3^TDR^Trade Air^
C4^^Alma De Mexico^
C5^UCA^CommutAir^Champlain Enterprises
C6^CJA^Canjet Airlines^Bright Airlines
C7^RLE^Cinnamon Air^Saffron Aviation
C8^CRA^Cronos Airlines^
C9^SWZ^Skywise^Cabolor
CA^CCA^Air China^
CC^OMT^CM Airlines^
CD^CND^Corendon Dutch Airlines^Seaview Air
CE^CLG^Chalair Aviation^Chalair
CF^CYZ^China Postal Airlines^
CG^TOK^PNG Air^
CH^BMJ^Bemidji Airlines^
CI^CAL^China Airlines^
CJ^CFE^BA CityFlyer^China North
CK^NDR^China Cargo Airlines^Andesmar Lin
CL^CLH^Lufthansa CityLine^
CM^CMP^Copa Airlines^Compañía Panameña de Aviación
CN^GDC^Grand China Air^
CO^FCB^Cobalt Air^
CP^CPZ^Compass Airlines^
CQ^^Coastal Travels^
CR^^OAG Worldwide^
CS^CXB^Comlux Aruba^
CT^CYL^Alitalia CityLiner^Air One CityLiner
CU^CUB^Cubana De Aviacion^Cubana
CV^CLX^Cargolux^
CX^CPA^Cathay Pacific^
CY^CYP^Charlie Airlines^
CZ^CSN^China Southern Airlines^
D0^DHK^DHL Air UK^
D2^SSF^Severstal Air Company^
D3^DAO^Daallo Airlines^Daallo Airlin
D4^LID^DART Ltd^
D6^INL^Interair^
D7^XAX^AirAsia X^
D8^IBK^Norwegian Air International^
D9^DNV^Donavia^
DA^GEO^Air Georgia^Air Georgia
DB^BZH^HOP Brit Air^
DC^BRX^Braathens Regional^
DD^^Nok Air^
DE^CFG^Condor^
DF^CIB^Condor Berlin^
DG^SRQ^Cebgo^
DH^DTS^Douniah Airlines^
DI^NRS^Norwegian Air UK^
DJ^WAJ^AirAsia Japan^
DK^VKG^Thomas Cook Airlines^Eastland Air
DL^DAL^Delta Air Lines^
DM^DEX^Asian Air^Sterling Blue
DN^NAA^Norwegian Air Argentina^
DO^^Discovery Airways^Air Vallee
DP^^Pobeda^
DQ^DCP^Delta Connection^Coastal Air
DR^^Ruili Airlines^Air Link
DS^EZS^easyJet Switzerland^
DT^DTA^Taag^
DU^NLH^Norwegian Long Haul^
DV^VSV^SCAT Airlines^
DW^GDE^Great Dane Airlines^
DX^DTR^Danish Air Transport^
DY^NAX^Norwegian Air Shuttle (NAS)^
DZ^^Donghai Airlines^
E2^EWE^Eurowings Europe^
E3^VGO^New Gen Airways^Sabaidee Airways
E4^ENT^Enter Air^
E5^RBG^Air Arabia Egypt^
E6^^Bringer Air Cargo^
E7^^Equaflight Service^Fly European
E8^GTA^City Airways^
E9^EVE^Evelop Airlines^
EB^PLM^Wamos Air^Pullmantur Air
EC^BOS^OpenSkies^
ED^AXE^Air Explore^Airblue
EE^EST^Nordica^
EF^^Fly CamInter^
EG^ETJ^East Air^Japan Asia
EH^AKX^ANA Wings^
EI^EIN^Aer Lingus^
EJ^NEA^New England Airlines^New Englan
EK^UAE^Emirates^
EL^ELB^Ellinair^
EM^^Aero Benin^
EN^DLA^Air Dolomiti^Air Dolomiti
EO^AGY^Air Go Egypt^
EP^IRC^Iran Aseman Airlines^
EQ^TAE^TAME^TAME EP Línea Aérea del Ecuador
ER^SEP^SereneAir^
ES^DHX^DHL International Aviation ME^
ET^ETH^Ethiopian Airlines^
EU^^Chengdu Airlines^Ecuatoriana
EV^ASQ^ExpressJet Airlines^
EW^EWG^Eurowings^
EY^ETD^Etihad Airways^
EZ^SUS^Sun Air of Scandinavia^
F1^^Farelogix^
F2^XLK^Safarilink Aviation^
F3^FAD^Flyadeal^
F4^WAF^Air Flamenco^Air Flamenco
F7^DWT^Etihad Regional^Darwin Airline
F8^FLE^Flair Airlines^
F9^FTT^Frontier Airlines^
FA^SFR^Safair^
FB^LZB^Bulgaria Air^Balkan Air To
FC^^Fly Corporate^
FD^AIQ^Thai AirAsia^
FE^FEA^Far Eastern Air Transport^
FG^AFG^Ariana Afghan Airlines^Ariana
FH^FHY^Freebird Airlines^Futura Intl
FI^ICE^Icelandair^
FJ^FJI^Fiji Airways^Fiji Airways
FK^KFA^Kelowna Flightcraft Air Charter^
FL^TRS^Airtran Airways^
FM^CSH^Shanghai Airlines^
FN^FTZ^Fastjet^
FO^FXX^Felix Airways^
FP^^Pelican Airlines^
FR^RYR^Ryanair^
FT^FEG^FlyEgypt^
FU^FZA^Fuzhou Airlines^
FV^SDM^Rossiya^
FW^IBX^Ibex Airlines^
FX^FXA^Fedex^Express Air
FY^FFM^Flyfirefly^
FZ^FDB^flydubai^Dubai Aviation Corporation
G2^^Galeyr Airline^
G3^GLO^Gol Transportes Aéreos^
G4^AAY^Allegiant Air^
G5^HXA^China Express Airlines^
G6^DNM^Denim Air^
G7^GJS^GoJet Airlines^
G8^GOW^GoAir^
G9^ABY^Air Arabia^
GA^GIA^Garuda Indonesia^
GB^ABX^ABX Air^
GC^^Global Feeder Services^
GE^TNA^TransAsia Airways^
GF^GFA^Gulf Air^
GG^KYE^Sky Lease Cargo^
GH^GHA^Globus^Ghana Air
GI^IKA^Itek Air^
GJ^CDC^Zhejiang Loong Airlines^Eurofly
GK^^Jetstar Japan^
GL^GRL^Air Greenland^
GM^GSW^Germania Flug^
GO^GOE^Go^
GP^RIV^APG Airlines^
GQ^SEH^Sky Express^
GR^AUR^Aurigny Air Services^
GS^GCR^Tianjin Airlines^
GT^CGH^Air Guilin^
GU^GUG^Aviateca^
GV^SWV^Grant Aviation^
GW^SKG^SkyGreece Airlines^
GX^^Guangxi Beibu Gulf Airlines^
GY^^Colorful Guizhou Airlines^
GZ^^Air Rarotonga^
H1^^Hahn Air Systems^
H2^SKU^Sky Airline^
H3^HES^Harbour Air^
H4^AEH^Aero4M^
H6^BUC^Bulgarian Air Charter^
H7^EGU^Eagle Air^
H8^^Chilejet^
H9^HIM^Himalaya Airlines^
HA^HAL^Hawaiian Airlines^
HB^AAQ^Asia Atlantic Airlines^
HC^SZN^Air Senegal^
HD^ADO^Air Do^Hokkaido International Airlines
HE^^LGW Luftfahrtges Walter^
HF^^Air Cote D Ivoire^Aircoteivoire
HH^TBM^Taban Airlines^
HI^^Papillon Airways^Papillonair
HJ^HEJ^Hellas Jet^Hellenic Star
HK^^Skippers Aviation^
HM^SEY^Air Seychelles^
HN^^Afghan Jet International^
HO^DKH^Juneyao Airlines^
HP^APF^Amapola Flyg^
HQ^TCW^Thomas Cook Airlines Belgium^Harmony Air
HR^HHN^Hahn Air^
HS^HLI^Heli Sécurité^
HU^CHH^Hainan Airlines^
HV^TRA^Transavia Airlines^
HW^^North Wright Air^North Wright
HX^CRK^Hong Kong Airlines^
HY^UZB^Uzbekistan Airways^
HZ^SHU^Aurora Airlines^SAT Airlines
I1^^CTS Viaggi^
I2^IBS^Iberia Express^
I3^TBZ^ATA Airlines^
I4^^Scott Air^
I5^^AirAsia India^
I6^MPK^Air Indus^
I7^IIA^Int'Air Îles^Int'Air Iles
I8^IZA^Izhavia^Aboriginalair
IA^IAW^Iraqi Airways^
IB^IBE^Iberia^
IC^^Nacil Indian Airline^
ID^BTK^Batik Air^
IE^SOL^Solomon Airlines^Solomon Air
IF^FBA^FlyBaghdad^
IG^ISS^Air Italy^
IH^MZA^Jsc Irtysh Air^Falcon Air
II^CSQ^IBC Airways^
IJ^^Spring Airlines Japan^
IK^AKL^Air Kiribati^
IL^^Trigana Air Service^Istanbul Air
IM^^Mint Líneas Aéreas^Intensive Air
IN^NIH^NAM Air^
IO^IAE^IrAero^
IP^IWD^Iberworld Airlines^Atyrauauejoly
IQ^^Qazaq Air^
IR^IRA^Iran Air^
IS^PNX^AIS Airlines^
IT^TTW^Tigerair Taiwan^
IU^ASN^Hevilift^Air Straubing
IV^^Air Djibouti^
IW^WON^Wings Air^
IX^AXB^Air India Express^
IY^IYE^Yemen Airways^
IZ^AIZ^Arkia^Arkia Israeli
J0^^Jetlink Express^
J1^^OntJet^
J2^AHY^Azerbaijan Airlines^
J3^PLR^Northwestern Air Lease^Nw Air Lease
J4^BDR^Badr Airlines^
J5^^Alaska Seaplane Service^Stock Sochi
J6^OPS^Jet-Ops^Seawings
J7^ABS^Afrijet Business Service^
J8^BVT^Berjaya Air^
J9^^Jazeera Airways^
JA^^Jetsmart^
JB^JBA^Helijet International^Helijet
JC^JAC^Japan Air Commuter^
JD^CBJ^Beijing Capital Airlines^
JE^MNO^Mango^
JF^JAA^Jet Asia Airways^
JG^^Jetgo Australia^
JH^FDA^Fuji Dream Airlines^Nordeste
JI^^Eastern Caribbean Airlines^
JJ^TAM^LATAM Brasil^
JL^JAL^Japan Airlines^JAL
JM^KQA^Jambojet^
JO^JTG^Jet Time^Jalways
JQ^JST^Jetstar^Jetstar Airways
JR^JOY^Joy Air^
JS^KOR^Air Koryo^Kor Air Dpr
JT^LNI^Lion Air^
JU^ASL^Air Serbia^
JV^BLS^Bearskin Airlines^
JW^VNL^Vanilla Air^
JX^^DAC East Africa^
JY^IWY^InterCaribbean Airways^Air Turcks
K3^^Taquan Air Services^
K4^^ALS^
K5^SQH^SeaPort^
K6^KHV^Cambodia Angkor Air^
K7^KBZ^Air KBZ^
K8^KND^Kan Air^
K9^KFS^Kalitta Charters^
KA^HDA^Cathay Dragon^
KB^DRK^Druk Air^
KC^KZR^Air Astana^
KD^WGN^Western Global Airlines^
KE^KAL^Korean Air^
KF^ABB^Air Belgium^
KG^GTV^Aerogaviota^King Island
KH^AAH^Aloha Air Cargo^
KI^^KrasAvia^
KJ^IAH^Air Incheon^
KK^KKK^AtlasGlobal^
KL^KLM^KLM^KLM Royal Dutch Airlines
KM^AMC^Air Malta^
KN^CUA^China United Airlines^
KO^KMA^Komiaviatrans^
KP^SKK^ASKY Airlines^
KQ^KQA^Kenya Airways^
KR^EAA^Air Bishkek^
KS^PEN^Penair^Pen Air
KT^^Fly Kiss^
KU^KAC^Kuwait Airways^
KV^SKV^Sky Regional Airlines^
KW^^Kharkiv Airlines^
KX^CAY^Cayman Airways^
KY^KNA^Kunming Airlines^
KZ^NCA^Nippon Cargo Airlines^
L1^^E Savtravel^
L3^^Lynx Aviation^Ltu Billa Luf
L4^^Air Service Liege (ASL)^
L5^TLB^Atlantique Air Assistance^
L6^^Mauritanian Airlines Int^
L7^LHS^Lugansk Airlines^
L8^^Afric Aviation^
L9^BAL^Belle Air Europe^
LA^LAN^LATAM Chile^
LB^^Air Costa^
LC^PTI^ECAir^
LF^VTE^Corporate Flight Management^
LG^LGL^Luxair^Luxair
LH^GEC^Lufthansa Cargo^
LI^LIA^LIAT^
LJ^JNA^Jin Air^
LK^LLL^Lao Skyway^
LL^BSK^Miami Air International^
LM^^Loganair^Livingston
LN^LAA^Libyan Airlines^
LO^LOT^LOT Polish Airlines^
LP^LPE^LATAM Perú^
LQ^MKR^Lanmei Airlines^
LR^LRC^Avianca Costa Rica^
LS^EXS^Jet2.com^
LT^SNG^Longjiang Airlines^
LU^LXP^LAN Express^
LV^^Level^
LW^ANV^Pacific Wings^Air Nevada
LX^SWR^Swiss International Air Lines^Swiss
LY^ELY^El Al^El Al Israel Airlines
LZ^SWU^Swiss Global Air Lines^
M0^MNG^Aero Mongolia^
M2^^MHS Aviation^
M3^NFA^Air Norway^
M4^MSA^Mistral Air^
M5^KEN^Kenmore Air^
M6^AJT^Amerijet International^
M8^MSJ^SKYJET Airlines^
M9^^Motor Sich Jsc^Motor Sich
MB^MNB^Mng Airlines Cargo^
MC^^Air Mobility Command^
MD^MDG^Air Madagascar^
ME^MEA^Middle East Airlines^
MF^CXA^XiamenAir^
MG^MGD^Miami Air Lease^
MH^MAS^Malaysia Airlines^
MI^SLK^SilkAir^
MJ^MLR^Mihin Lanka^
MK^MAU^Air Mauritius^
MM^APJ^Peach Aviation^Medellin
MN^CAW^Comair^
MO^CAV^Calm Air International^
MP^MPH^Martinair^
MQ^ENY^Envoy Air^
MR^MML^Hunnu Air^Mongolian Air
MS^MSR^EgyptAir^
MT^TCX^Thomas Cook Airlines^
MU^CES^China Eastern Airlines^
MW^MKL^Mokulele Airlines^
MY^MWG^MASwings^
MZ^AHX^Amakusa Airlines^
N2^^Dagestan Airlines^
N3^^Aerolineas Mas^Omskavia
N4^NWS^Nord Wind^
N5^NRL^Nolinor Aviation^
N6^^Nomad Aviation^Aerocontinent
N7^WBA^Nordic Regional Airlines^Norra
N8^MUA^National Airlines^
N9^NVR^Novair^
NA^^Nesma Airlines^
NB^EAN^Skypower Express Airways^
NC^JTE^Cobham Aviation Services Australia^
ND^FMI^FMI Air^
NE^NMA^Nesma Airlines^
NF^AVN^Air Vanuatu^
NH^ANA^All Nippon Airways^ANA
NI^PGA^Portugalia^Portugália–Companhia Portuguesa de Transportes Aéreos
NJ^^Niger Airways^
NK^NKS^Spirit Airlines^
NL^SAI^Shaheen Air^
NM^^Manx^
NN^MOV^Vim Airlines^
NO^NOS^Neos^
NP^NIA^Nile Air^Nile Air
NQ^AJX^Air Japan^
NR^MAV^Manta Air^
NS^^Hebei Airlines^Caucasus Air
NT^IBB^Binter Canarias^
NU^JTA^Japan Transocean Air^Japan Transoc
NV^IRG^Iranian Naft Airline^
NW^^Northwest Airlines^Nwest Airlines
NX^AMU^Air Macau^
NY^FXI^Air Iceland^
NZ^ANZ^Air New Zealand^
O2^^Jet Air^Jet Air
O4^^Antrak Air^
O5^KMZ^Comores Aviation International^
O7^^Orenburg Region Airlines^
O9^NOV^Nova Airways^
OA^OAL^Olympic Air^
OB^BOV^Boliviana de Aviación (BoA)^
OC^NGK^Oriental Air Bridge^Omni Aviacao
OD^^Malindo Airways^
OE^LDM^Lauda^
OF^OLA^Overland Airways^
OG^AFN^Air Freight NZ^
OH^JIA^PSA Airlines^
OI^HND^Hinterland Aviation^Italiatour
OJ^FJM^Fly Jamaica Airways^
OK^CSA^Czech Airlines^
OL^PAO^Polynesian Airlines^
OM^MGL^Miat Mongolian Airlines^
ON^RON^Nauru Airlines^Our Airline
OO^SKW^SkyWest Airlines^
OP^PPL^Air Pegasus^
OQ^^Chongqing Airlines^
OR^TFL^TUI Airlines Netherlands^
OS^AUA^Austrian Airlines^
OU^CTN^Croatia Airlines^
OW^SEW^Skyward Express^
OX^OEA^Orient Thai Airlines^
OY^ANS^Andes Líneas Aéreas^
OZ^AAR^Asiana Airlines^
P0^PFZ^Proflight Commuter^Proflight
P1^^Publiccharters Com^Publiccharter
P2^XAK^Airkenya Express^
P3^CLU^CargoLogicAir^
P4^^Aerolineas Sosa^
P5^RPB^Copa Airlines Colombia^AeroRepública
P6^PSC^Pascan Aviation^
P8^SRN^SprintAir^
P9^PVN^Peruvian Airlines^
PA^ABQ^Airblue^Florida Coast
PB^SPR^Provincial Airlines^Provincial
PC^PGT^Pegasus Airlines^
PD^POE^Porter Airlines^
PE^PEV^Peoples Viennaline^
PF^PRI^Primera Air Scandinavia^
PG^BKP^Bangkok Airways^
PH^^Transavia Denmark^Polynesian
PI^RKA^Polar Airlines^
PJ^^Air Saint Pierre^
PK^PIA^Pakistan International Airlines (PIA)^
PL^^Southern Air Charter^
PM^CNF^Canaryfly^
PN^^China West Air^Pan Am
PO^PAC^Polar Air Cargo^
PP^PJS^Jet Aviation Business^
PQ^APG^AirAsia Philippines^
PR^PAL^Philippine Airlines^
PS^AUI^Ukraine International Airlines^
PT^PDT^Piedmont Airlines^
PU^^Plus Ultra Líneas Aéreas^
PV^SBU^Saint Barth Commuter^Pauknair
PW^PRF^Precision Air^
PX^ANG^Air Niugini^
PY^SLM^Surinam Airways^Surinam Air
PZ^LAP^LATAM Paraguay^
Q0^^Quebecair Express^
Q1^^Sqiva Sistem^
Q2^DQA^Maldivian^
Q3^AAS^Anguilla Air Services^
Q4^^Aviation Starlink^Swazi Express
Q5^MLA^Forty Mile Air^
Q6^SKP^Skytrans Regional^Mineralnye Vo
Q7^SBM^Sky Bahamas Airlines^
Q8^TSG^Trans Air Congo^
Q9^^Airliaison^Afrinat Intl
QA^CIM^Cimber^
QB^IRQ^Qeshm Air^Sky Georgia
QC^CRC^Camair-Co^
QD^DOB^Dobrolet Airlines^
QE^QFZ^Fars Qeshm Airlines^Crossair Eur
QF^QFA^Qantas^
QG^CTV^Citilink Indonesia^Prima Air
QH^LYN^Air Kyrgyzstan^
QJ^LTP^Latpass Airlines^
QK^JZA^Jazz Aviation^Jazz Air
QL^LER^Linea Aerea De Servicio^
QM^^Monacair^
QO^^Quantum Air^
QP^^Air Kenya Aviation^Airkenya Avn
QQ^FWQ^Alliance Airlines^
QR^QTR^Qatar Airways^
QS^TVS^Smartwings^Travel Service
QT^TPA^Tampa Cargo^Regional
QU^UTN^UTair Ukraine^
QV^LAO^Lao Airlines^
QW^^Qingdao Airlines^Qw BLUE Wings
QX^QXE^Horizon Air^
QY^^European Air Transport^
QZ^AWQ^Indonesia AirAsia^Awair
R0^^MS Royal Airlines^
R3^SYL^Yakutia Airlines^
R4^RLT^Real Tonga^
R5^JAV^Jordan Aviation^
R6^DNU^DOT LT^
R7^OCA^Aserca^Aserca
R8^KGA^Kyrgyzstan Airlines^
R9^TSD^TAF Linhas Aereas^Air Charter
RA^RNA^Nepal Airlines^
RB^SYR^Syrian Arab Airlines^
RC^FLI^Atlantic Airways^
RE^STK^Stobart Air^Aer Arann
RF^^Ord Air Charter^
RG^RJD^Rotana Jet^
RH^^Robin Hood Aviation^
RI^MDL^Air Costa Rica^
RJ^RJA^Royal Jordanian^Ryljordania
RK^^Region Airline^
RL^ABG^Royal Flight^
RM^NGT^Aircompany Armenia^
RN^RKT^Rayani Air^
RO^ROT^TAROM^
RP^CHQ^Chautauqua Airlines^
RQ^KMF^Kam Air^
RR^RFR^Royal Air Force^RAF NO
RS^ASV^Air Seoul^
RT^RAT^Rainbow Airlines^
RU^SKI^Air Bridge Cargo^Tci Skyking
RV^^Air Canada Rouge^
RW^RYL^Royal Air Charter Service^
RX^^Regent Airways^
RY^CJX^Jiangxi Air^
